Code,Type,Number,Brand,Model,Cc,Year,Comment,Picture
"1310","VUCI","1","FIAT-OM","F79-13","3500","1983","-","falta.jpg"
"1310","VUCI","3","MERCEDES-BENZ","1117K/315","3500","1995","-","falta.jpg"
"1310","VUCI","2","RENAULT","S150 13.34 TI","5000","1987","-","falta.jpg"
"1310","VTTU","1","VOLVO","FL6-1537 KII","8000","1999","-","falta.jpg"
"1310","VOPE","1","FORD","TRANSIT L100 VAN","0","1988","-","falta.jpg"
"1310","ABSC","1","IVECO","35S13 V/P TURBODAILY","0","2000","-","falta.jpg"
"1310","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","falta.jpg"
"1310","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"1310","ABTD","1","RENAULT","TRAFIC T1300D","0","1987","-","falta.jpg"
"1310","BRTS","1","ZARCO","7480","0","1992","-","falta.jpg"
"1310","ABSC","2","CITROEN","JUMPER 2.5D","0","1996","-","falta.jpg"
"1310","VOPE","2","MITSUBISHI","L300 2.5D P15","0","1993","-","falta.jpg"
"1310","ABTD","2","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1993","-","falta.jpg"
"1310","VOPE","3","TOYOTA","HIVCOTE LX412L DIESE","0","1996","-","falta.jpg"
"1310","ABTD","4","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","falta.jpg"
"1310","ABTM","5","CITROEN","JUMPER 33LH2I","0","2003","-","falta.jpg"
"1311","VSAT","1","MERCEDES-BENZ","416D/35 CDI SPRINTER","200","2002","-","falta.jpg"
"1311","VLCI","2","TOYOTA","HI-LUX 33 LNA4 2.4D","500","1993","-","falta.jpg"
"1311","VLCI","3","LAND ROVER","130 2.5 TDI DEFENDER","600","1998","-","falta.jpg"
"1311","VUCI","1","MAGIRUS DEUTZ","F MERCURY 125","1500","1960","-","falta.jpg"
"1311","VUCI","4","MERCEDES-BENZ","1124F/36.4","3000","1999","-","falta.jpg"
"1311","VTTU","1","SCANIA","92M PM 6X2","15000","1987","-","falta.jpg"
"1311","ABSC","1","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"1311","VCOT","1","NISSAN","PATROL JP260SFQ","0","1996","-","falta.jpg"
"1311","ABTD","1","RENAULT","TRAFIC TBX405","0","1989","-","falta.jpg"
"1311","VOPE","1","RENAULT","TRAFIC TBX405","0","1991","-","falta.jpg"
"1311","VETA","1","TOYOTA","LAND CRUISER BJ45","0","1977","-","falta.jpg"
"1311","ABSC","2","FIAT","DUCATO 2.5D 14 MAXI","0","1997","-","falta.jpg"
"1311","ABTD","2","RENAULT","TRAFIC TBX405","0","1991","-","falta.jpg"
"1311","ABSC","3","FIAT","DUCATO 2.5D 14 MAXI","0","1997","-","falta.jpg"
"1311","ABTD","3","RENAULT","TRAFIC TBX405","0","1992","-","falta.jpg"
"1311","ABSC","4","RENAULT","MASTER T33","0","2000","-","falta.jpg"
"1311","ABTM","4","RENAULT","MASTER T33 2.8 DTI","0","2000","-","falta.jpg"
"1311","ABTM","5","RENAULT","MASTER T33 2.5 DTI","0","2003","-","falta.jpg"
"1311","ABSC","5","VOLKSWAGEN","LT35 TDI","0","2002","-","falta.jpg"
"1312","VSAT","1","TOYOTA","DYNA 280 31BUE4","450","1998","-","1312-VSAT1.jpg"
"1312","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","500","2000","-","1312-VLCI1.jpg"
"1312","VLCI","3","UMM","ALTER 4X4 D","500","1990","-","1312-VLCI3.jpg"
"1312","VFCI","1","IVECO","80E17 WM","2800","1994","-","falta.jpg"
"1312","VUCI","8","IVECO","ML150E28 EUROCARGO","2500","2002","-","1312-VUCI8.jpg"
"1312","VRCI","4","TOYOTA","DYNA BU96L3DDT3","2800","1991","-","1312-VRCI4.jpg"
"1312","VUCI","1","VOLVO","F6S-45 CD","5000","1985","-","1312-VUCI1.jpg"
"1312","VTTU","1","SCANIA","93M 250","10000","1989","-","1312-VTTU1.jpg"
"1312","VE30","1","MAGIRUS DEUTZ","FM192D13F","0","1980","-","falta.jpg"
"1312","ABSC","1","RENAULT","MASTER DCI 100","0","2004","-","1312-ABSC1.jpg"
"1312","VCOT","1","NISSAN","PATROL JP260SFQ","0","1997","-","1312-VCOT1.jpg"
"1312","ABTM","1","RENAULT","MASTER 2.8 DTI","0","1999","-","falta.jpg"
"1312","ABCI","1","RENAULT","MASTER DCI 120","0","2003","-","1312-ABCI1.jpg"
"1312","BRTS","1","VALIANT","V490","0","2000","-","falta.jpg"
"1312","ABTM","3","RENAULT","MASTER DCI 100","0","2004","-","1312-ABTM3.jpg"
"1312","ABSC","3","RENAULT","TRAFIC TBX605","0","1997","-","1312-ABSC3.jpg"
"1312","ABSC","4","IVECO","35E8VA(T1.88)RS DAIL","0","1998","-","1312-ABSC4.jpg"
"1312","ABTM","8","RENAULT","MASTER 2.8 DTI","0","1998","-","1312-ABTM8.jpg"
"1312","ABSC","8","RENAULT","MASTER DCI 120","0","2003","-","1312-ABSC8.jpg"
"1312","ABSC","9","RENAULT","MASTER 2.8 DTI","0","1998","-","falta.jpg"
"1312","ABTM","9","RENAULT","MASTER 2.8 DTI","0","2002","-","1312-ABTM9.jpg"
"1312","ABTM","10","RENAULT","MASTER 2.8 DTI","0","2002","-","1312-ABTM10.jpg"
"1312","ABTM","11","RENAULT","MASTER DCI 120","0","2003","-","1312-ABTM11.jpg"
"1313","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","600","1999","-","falta.jpg"
"1313","VLCI","3","LAND ROVER","110 2.5 TDI DEFENDER","600","1995","-","falta.jpg"
"1313","VFCI","4","MERCEDES-BENZ","UNIMOG U100L","1400","1996","-","falta.jpg"
"1313","VUCI","1","IVECO","ML150E27D EUROFIRE","3000","1995","-","falta.jpg"
"1313","VFCI","1","MERCEDES-BENZ","917AF/31","2400","1998","-","falta.jpg"
"1313","VTTU","1","VOLVO","FL615-37 KH","8000","1999","-","falta.jpg"
"1313","VE30","1","IVECO","ML130E23/HE 2 EUROCA","0","2000","-","falta.jpg"
"1313","VTPT","1","LAND ROVER","109 LONG SERIE III","0","1981","-","falta.jpg"
"1313","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"1313","ABSC","1","MERCEDES-BENZ","312D/35 SPRINTER","0","1997","-","falta.jpg"
"1313","ABTD","1","MERCEDES-BENZ","212D/30 SPRINTER","0","1998","-","falta.jpg"
"1313","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2003","-","falta.jpg"
"1313","VOPE","1","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1994","-","falta.jpg"
"1313","ABSC","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1313","ABSC","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1314","VCOT","1","NISSAN","PATROL LONGO 260AVP2","0","1998","-","falta.jpg"
"1314","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","600","2000","-","falta.jpg"
"1314","VLCI","2","LAND ROVER","109 LONG SERIE III","600","1983","-","falta.jpg"
"1314","VUCI","3","VOLVO","FL6-11 4000","2500","1987","-","falta.jpg"
"1314","VUCI","4","MERCEDES-BENZ","1117K/315","3000","1995","-","falta.jpg"
"1314","VUCI","1","RENAULT","JP13C-34","6000","1982","-","falta.jpg"
"1314","VTTU","1","VOLVO","N7-46 4X2 C/D TURBO","10000","1985","-","falta.jpg"
"1314","VSAT","1","BEDFORD","TLD 54/5","0","1982","-","falta.jpg"
"1314","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1314","ABSC","1","MERCEDES-BENZ","MB100D","0","1994","-","falta.jpg"
"1314","VETA","1","LAND ROVER","88 REGULAR SERIE III","0","1965","-","falta.jpg"
"1314","BRTS","1","NARWAL","-","0","2000","-","falta.jpg"
"1314","ABTD","1","PEUGEOT","505 GRD 551H58","0","1985","-","falta.jpg"
"1314","VOPE","1","RENAULT","TRAFIC TBX405","0","1991","-","falta.jpg"
"1314","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2001","-","falta.jpg"
"1314","ABTD","3","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"1314","ABSC","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1314","ABTM","4","RENAULT","MASTER FDBEH5","0","1998","-","falta.jpg"
"1315","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2000","-","1315-ABSC3.jpg"
"1315","VLCI","3","UMM","ALTER II 4X4 D B11DO","500","1987","-","1315-VLCI3.jpg"
"1315","VLCI","4","TOYOTA","HI-LUX 2.4D POLN65","600","1989","-","1315-VLCI4.jpg"
"1315","VUCI","1","RENAULT","JP13","6000","1981","-","1315-VUCI1.jpg"
"1315","VUCI","2","MERCEDES-BENZ","1619K/319","4000","1984","-","1315-VUCI2.jpg"
"1315","VTTU","2","IVECO","MT190E24 EUROCARGO","8000","1999","-","1315-VTTU2.jpg"
"1315","VTTU","1","MERCEDES-BENZ","1617/45","10000","1980","-","1315-VTTU1.jpg"
"1315","VETA","1","LAND ROVER","109 LONG SERIE III","0","1982","-","1315-VETA1.jpg"
"1315","ABTM","1","MERCEDES-BENZ","200D-T124","0","1989","-","1315-ABTM1.jpg"
"1315","VE30","1","MERCEDES-BENZ","LF1313","0","1972","-","1315-VE301.jpg"
"1315","VCOT","1","NISSAN","PATROL JP260SFQ","0","1997","-","1315-VCOT1.jpg"
"1315","ABSC","1","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1990","-","falta.jpg"
"1315","VOPE","1","TOYOTA","HIVCOTE VLH51V DIESE","0","1990","-","1315-VOPE1.jpg"
"1315","VOPE","2","TOYOTA","HIVCOTE VLH51V DIESE","0","1990","-","1315-VOPE2.jpg"
"1315","VETA","2","UMM","ALTER II LONGO 4X4","0","1990","-","1315-VETA2.jpg"
"1315","ABSC","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1994","-","1315-ABSC2.jpg"
"1315","ABTM","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1994","-","1315-ABTM2.jpg"
"1315","ABTM","3","RENAULT","MASTER T33 2.8 DTI","0","2000","-","1315-ABTM3.jpg"
"1316","VLCI","4","OPEL","CAMPO S","600","1995","-","falta.jpg"
"1316","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","700","2001","-","falta.jpg"
"1316","VSAT","2","TOYOTA","DYNA 300 POBU92 3.5","1000","1995","-","falta.jpg"
"1316","VFCI","1","MERCEDES-BENZ","UNIMOG U100L","1500","1996","-","falta.jpg"
"1316","VRCI","1","TOYOTA","DYNA 250 31BVEO 5.3","1500","1996","-","falta.jpg"
"1316","VUCI","3","MERCEDES-BENZ","1117K/35","3000","1995","-","falta.jpg"
"1316","VFCI","2","RENAULT","110-150 4X4","4000","1986","-","falta.jpg"
"1316","VTTU","1","VOLVO","N7-50 4X2","8000","1985","-","falta.jpg"
"1316","VTTU","2","SCANIA","PM 4X2 ZL65100","10000","1987","-","falta.jpg"
"1316","ABTD","1","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2003","-","falta.jpg"
"1316","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"1316","VOPE","1","FORD","TRANSIT L120 VAN TN3","0","1992","-","falta.jpg"
"1316","VCOT","1","LAND ROVER","DISCOVERY 2.5 TDI","0","1996","-","falta.jpg"
"1316","ABCI","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2003","-","falta.jpg"
"1316","VE30","1","MERCEDES-BENZ","LF322/48","0","1983","-","falta.jpg"
"1316","VSAT","1","MITSUBISHI","L200 K34TCUT JLV6","0","1994","-","falta.jpg"
"1316","VLCI","1","TOYOTA","LAND CRUISER BJ45 LV","0","1984","-","falta.jpg"
"1316","BRTS","1","VALIANT","VANGUARD","0","2000","-","falta.jpg"
"1316","BRTP","1","ZARCO","-","0","1998","-","falta.jpg"
"1316","ABSC","2","FORD","TRANSIT L100 VAN","0","1994","-","falta.jpg"
"1316","ABTD","2","FORD","TRANSIT L100 VAN","0","1994","-","falta.jpg"
"1316","VOPE","2","FORD","TRANSIT L120 VAN TN4","0","1997","-","falta.jpg"
"1316","ABSC","3","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
"1316","ABTD","3","FORD","TRANSIT L120 VAN","0","1995","-","falta.jpg"
"1316","VOPE","3","MERCEDES-BENZ","110D/30 CDI VITO","0","2000","-","falta.jpg"
"1316","ABSC","4","FIAT","DUCATO 2.5D 18 MAXI","0","1997","-","falta.jpg"
"1316","VOPE","4","MERCEDES-BENZ","110D/30 CDI VITO","0","2000","-","falta.jpg"
"1316","ABTM","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"1317","VSAT","1","MERCEDES-BENZ","608D","300","1978","-","falta.jpg"
"1317","VLCI","5","TOYOTA","LAND CRUISER BJ45","500","1983","-","falta.jpg"
"1317","VFCI","1","MERCEDES-BENZ","UNIMOG U416L","1200","1975","-","falta.jpg"
"1317","VRCI","4","TOYOTA","DYNA 250","1800","1988","-","falta.jpg"
"1317","VUCI","2","MERCEDES-BENZ","1019AF","2500","1979","-","falta.jpg"
"1317","VFCI","3","FIAT-OM","90 PC","2500","1981","-","falta.jpg"
"1317","VUCI","1","MERCEDES-BENZ","1117K/315","3000","1995","-","falta.jpg"
"1317","VTTU","1","VOLVO","N7-58 4X2","10000","1982","-","falta.jpg"
"1317","VTTU","2","VOLVO","F616S 50","10000","1983","-","falta.jpg"
"1317","VTGC","3","VOLVO","FL10-52 6X2","17000","1988","-","falta.jpg"
"1317","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1317","VE30","1","MAGIRUS DEUTZ","135D12","0","1970","-","falta.jpg"
"1317","ABTD","1","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1995","-","falta.jpg"
"1317","VCOT","1","TOYOTA","ROADRUNNER 3.0 TURBO","0","1996","-","falta.jpg"
"1317","ABSC","2","FORD","TRANSIT L100 VAN LON","0","1991","-","falta.jpg"
"1317","ABTD","2","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1991","-","falta.jpg"
"1317","VSAT","2","TOYOTA","LAND CRUISER BJ45","0","1983","-","falta.jpg"
"1317","ABSC","3","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"1317","ABTD","3","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1992","-","falta.jpg"
"1317","ABTD","4","FORD","TRANSIT L100 VAN TA2","0","1993","-","falta.jpg"
"1317","ABTD","5","FORD","TRANSIT L100 VAN TA2","0","1993","-","falta.jpg"
"1317","ABSC","5","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1317","ABTM","7","FORD","TRANSIT 330L VAN 90","0","2000","-","falta.jpg"
"1317","ABTM","8","FORD","TRANSIT 330L VAN 90","0","2001","-","falta.jpg"
"1318","VCOT","1","NISSAN","PATROL LONGO 260AVP2","0","1998","-","falta.jpg"
"1318","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2001","-","falta.jpg"
"1318","VLCI","3","TOYOTA","HI-LUX 33 LNA 4 2.4D","450","1993","-","falta.jpg"
"1318","VLCI","5","MITSUBISHI","L200 PICK-UP 4X4","500","1997","-","falta.jpg"
"1318","VUCI","2","TOYOTA","DYNA 250","800","1989","-","falta.jpg"
"1318","VECI","1","CHEVROLET","CE/61702","1200","1968","-","falta.jpg"
"1318","VUCI","4","IVECO","ML150E27D EUROFIRE","3000","1995","-","falta.jpg"
"1318","VTTU","2","IVECO","MP190E38 EUROTECH","9000","2000","-","falta.jpg"
"1318","VTTU","1","BERLIET","GC190","10000","1980","-","falta.jpg"
"1318","ABTD","1","RENAULT","TRAFIC T1400D","0","1991","-","falta.jpg"
"1318","VETA","1","IVECO","40E10 WM TURBODAILY","0","1986","-","falta.jpg"
"1318","ABSC","1","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1996","-","falta.jpg"
"1318","VOPE","1","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1993","-","falta.jpg"
"1318","ABTD","2","RENAULT","TRAFIC T1400D","0","1991","-","falta.jpg"
"1318","VOPE","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1996","-","falta.jpg"
"1318","ABTD","3","MERCEDES-BENZ","207D/30","0","1990","-","falta.jpg"
"1318","ABTD","4","MERCEDES-BENZ","207D/30","0","1990","-","falta.jpg"
"1318","ABTD","5","RENAULT","TRAFIC T1400D","0","1992","-","falta.jpg"
"1318","ABTM","7","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"1319","ABSC","1","RENAULT","TRAFIC TBX405","0","1992","-","1319-ABSC1.jpg"
"1319","ABSC","2","IVECO","35S13 V/P TURBODAILY","0","2000","-","1319-ABSC2.jpg"
"1319","VSAT","1","NISSAN","CABSTAR E110.35","200","2000","-","1319-VSAT1.jpg"
"1319","VLCI","3","UMM","ALTER 4X4 D","500","1992","-","1319-VLCI3.jpg"
"1319","VLCI","5","LAND ROVER","130 2.5 TD5 DEFENDER","600","2000","-","1319-VLCI5.jpg"
"1319","VRCI","2","TOYOTA","DYNA BU844-MDDTW6","1600","1987","-","1319-VRCI2.jpg"
"1319","VFCI","4","MERCEDES-BENZ","UNIMOG U1350L","1600","1995","-","1319-VFCI4.jpg"
"1319","VFCI","1","MERCEDES-BENZ","1217AK/32","6000","1982","-","1319-VFCI1.jpg"
"1319","VTTR","1","DAF","YA5442DT 385","0","1991","-","1319-VTTR1.jpg"
"1319","ABTD","1","FORD","TRANSIT L100 VAN","0","1996","-","1319-ABTD1.jpg"
"1319","VCOT","1","NISSAN","PATROL LONGO 260AVP2","0","1998","-","1319-VCOT1.jpg"
"1319","VOPE","1","TOYOTA","HIVCOTE LX412L DIESE","0","1998","-","1319-VOPE1.jpg"
"1319","VTPT","1","TOYOTA","LAND CRUISER BJ40","0","1983","-","falta.jpg"
"1319","ABTD","2","MERCEDES-BENZ","311 CDI SPRINTER","0","2007","-","falta.jpg"
"1319","BRTS","1","ZODIAC","YAMAHA 40HP","0","1997","-","falta.jpg"
"1319","VOPE","2","MITSUBISHI","SPVCOTE GEAR","0","1998","-","falta.jpg"
"1319","ABTM","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1997","-","falta.jpg"
"1319","VOPE","3","MITSUBISHI","L400 TDI","0","2000","-","falta.jpg"
"1319","ABTD","4","PEUGEOT","EXPERT TURBO D","0","2000","-","1319-ABTD4.jpg"
"1319","VOPE","4","TOYOTA","HIVCOTE LX412L DIESE","0","2003","-","falta.jpg"
"1320","VLCI","1","UMM","ENTREPNEUR 4X4 D A11","450","1980","-","falta.jpg"
"1320","VLCI","5","TOYOTA","HI-LUX 2.4D POLN65","500","1989","-","falta.jpg"
"1320","VLCI","2","LAND ROVER","109 LONG V8","600","1983","-","falta.jpg"
"1320","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","800","1999","-","falta.jpg"
"1320","VRCI","4","IVECO","40E10 W.M. TURBODAIL","1000","1988","-","falta.jpg"
"1320","VRCI","3","TOYOTA","DYNA 250 BU81L-MDDT6","1700","1988","-","falta.jpg"
"1320","VUCI","8","IVECO","FF100E21DR CITY EURO","2500","2000","-","falta.jpg"
"1320","VFCI","1","MERCEDES-BENZ","UNIMOG U2150L","3000","1994","-","falta.jpg"
"1320","VTTU","1","FORD","D1010","4000","1977","-","falta.jpg"
"1320","VTTU","2","FORD","D1210 CARGO","7000","1979","-","falta.jpg"
"1320","BRTS","1","BOMBARD","EXPLORER 470/1","0","1997","-","falta.jpg"
"1320","ABSC","1","CITROEN","C25D 1400 280 B50 S-","0","1992","-","falta.jpg"
"1320","VE30","1","IVECO","ML130E23/HE 2 EUROCA","0","2000","-","falta.jpg"
"1320","VETA","1","LAND ROVER","109 LONG","0","1971","-","falta.jpg"
"1320","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"1320","ABTM","1","PEUGEOT","BOXER 232B52-1","0","1996","-","falta.jpg"
"1320","ABTD","1","RENAULT","TRAFIC T800D","0","1983","-","falta.jpg"
"1320","ABCI","1","RENAULT","MASTER T33 2.5 DTI","0","2003","-","falta.jpg"
"1320","VSAT","1","TOYOTA","LAND CRUISER BJ45 LV","0","1982","-","falta.jpg"
"1320","BRTP","1","ZEBRO","-","0","2003","-","falta.jpg"
"1320","ABSC","2","IVECO","35E8VA(T1.88)RS DAIL","0","1999","-","falta.jpg"
"1320","VOPE","2","NISSAN","BLUEBIRD DIESEL","0","1986","-","falta.jpg"
"1320","VSAT","2","TOYOTA","DYNA 250 33BUE4","0","2000","-","falta.jpg"
"1320","ABTD","3","FIAT","DUCATO DS14","0","1991","-","falta.jpg"
"1320","ABSC","3","RENAULT","MASTER 2.8 DTI","0","2000","-","falta.jpg"
"1320","ABTD","4","FORD","TRANSIT L120 VAN TN-","0","1995","-","falta.jpg"
"1320","ABTD","5","FORD","TRANSIT L120 VAN TN-","0","1995","-","falta.jpg"
"1320","ABTM","7","FORD","TRANSIT L120 VAN TN-","0","1998","-","falta.jpg"
"1320","ABTM","8","FORD","TRANSIT L120 VAN TN-","0","1998","-","falta.jpg"
"1320","ABTD","9","PEUGEOT","EXPERT 222DA2 TURBO","0","1998","-","falta.jpg"
"1320","VLCI","9","UMM","ALTER 4X4 D B13D1L-1","0","1992","-","falta.jpg"
"1320","ABTM","10","KIA","PREGIO 2412","0","1999","-","falta.jpg"
"1320","ABTM","11","FORD","TRANSIT 90T300 TA3","0","2001","-","falta.jpg"
"1320","ABTM","12","FORD","TRANSIT 90T300 TA3","0","2001","-","falta.jpg"
"1320","ABTM","13","FORD","TRANSIT 90T300","0","2001","-","falta.jpg"
"1320","ABTM","14","FORD","TRANSIT 330L","0","2002","-","falta.jpg"
"1320","ABTD","15","PEUGEOT","EXPERT 230L 2.0HD","0","2003","-","falta.jpg"
"1320","ABTD","16","PEUGEOT","EXPERT 230L 2.0HD","0","2003","-","falta.jpg"
"1321","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","500","1998","-","falta.jpg"
"1321","VOPE","1","AEBI","TP20","2500","1976","-","falta.jpg"
"1321","VFCI","1","FIAT-OM","90 PC","4500","1982","-","falta.jpg"
"1321","VECI","2","VOLVO","N7-54 4X2 TURBO","8400","1982","-","falta.jpg"
"1321","VTTU","1","M.A.N.","18.410 TGA","9000","2003","-","falta.jpg"
"1321","VETA","1","BRAVIA","LEOPARDO","0","1985","-","falta.jpg"
"1321","VE30","1","MAGIRUS DEUTZ","FM170D11 F","0","1977","-","falta.jpg"
"1321","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"1321","ABSC","1","RENAULT","TRAFIC TBX605","0","1996","-","falta.jpg"
"1321","VCOT","1","NISSAN","PATROL LONGO 260AVP2","0","1998","-","falta.jpg"
"1321","ABTD","2","FORD","TRANSIT L100 VAN","0","1992","-","falta.jpg"
"1321","ABSC","2","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"1321","ABSC","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1321","VFCI","3","MERCEDES-BENZ","UNIMOG U1350L","0","1995","-","falta.jpg"
"1321","ABTD","4","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1995","-","falta.jpg"
"1321","ABSC","5","RENAULT","MASTER DCI 100","0","2004","-","falta.jpg"
"1321","ABTM","7","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"1134","VTGC","3","SCANIA","144L 460 V8","32000","1997",,"1134-VTGC3.jpg"
"1325","VFCI","6","MERCEDES","917AF/31","2200","1994",,"1325-VFCI6.jpg"
"1325","VFCI","7","MERCEDES","UNIMOG 13OO L","1800","1979",,"1325-VFCI7.jpg"
"1134","VTTR","2","DAF","CF 85.380","10000","2004",,"1134-VTTR2.jpg"
"1325","ABSC","4","MERCEDES","313 CDI SPRINTER","0","2004",,"1325-ABSC4.jpg"
"1325","ABSC","5","MERCEDES","313 CDI SPRINTER","0","2004",,"1325-ABSC5.jpg"
"1325","ABSC","6","MERCEDES","315 CDI SPRINTER","0","2009",,"1325-ABSC6.jpg"
"1325","ABTD","1","TOYOTA","HIVCOTE 21LHA2 DIESE","0","1990",,"1325-ABTD1.jpg"
"1325","ABTM","2","MERCEDES","313 CDI SPRINTER","0","2002",,"1325-ABTM2.jpg"
"1325","ABTM","6","CITROEN","JUMPER 2.5 D","0","1999",,"1325-ABTM6.jpg"
"1325","ABTM","7","FORD","TRANSIT T350","0","2001",,"1325-ABTM7.jpg"
"1325","ABTM","8","MERCEDES","313 CDI SPRINTER","0","2003",,"1325-ABTM8.jpg"
"1325","VCOT","1","TOYOTA","ROAD RUNNER","0","1996",,"1325-VCOT1.jpg"
"1325","VCOT","2","TOYOTA","LAND CRUISER BJ 40","0","1981",,"1325-VCOT2.jpg"
"1325","VE","1","MAGIRUZ DEUTZ","FM170D12F","0","1978",,"1325-VE1.jpg"
"1323","VLCI","1","UMM","ALTER II 4X4 D","500","1990","-","falta.jpg"
"1323","VLCI","2","UMM","ENTREPNEUR 4X4 D A11","500","1983","-","falta.jpg"
"1323","VLCI","5","UMM","ALTER II 4X4 D","500","1990","-","falta.jpg"
"1323","VLCI","7","UMM","ALTER II 4X4 D","500","1991","-","falta.jpg"
"1323","VUCI","4","TOYOTA","DYNA 250 BU81L-MDDT6","2500","1989","-","falta.jpg"
"1323","VUCI","8","MERCEDES-BENZ","1124/AF36","3000","1999","-","falta.jpg"
"1323","VUCI","3","BEDFORD","SBR 42B","6000","1983","-","falta.jpg"
"1323","VUCI","1","FIAT","160NC","7000","1982","-","falta.jpg"
"1323","VTTU","3","DAF","2700 TURBO ATI","15700","1990","-","falta.jpg"
"1323","VTGC","1","VOLVO","N10-50","18000","1977","-","falta.jpg"
"1323","VTTU","2","MERCEDES-BENZ","2219","18000","1979","-","falta.jpg"
"1323","ABSC","1","MERCEDES-BENZ","207D/30","0","1983","-","falta.jpg"
"1323","VOPE","1","FORD","TRANSIT L100 VAN","0","1992","-","falta.jpg"
"1323","ABTM","1","FORD","TRANSIT L100 VAN","0","1999","-","falta.jpg"
"1323","VE30","1","MAGIRUS DEUTZ","FM170D12F","0","1974","-","falta.jpg"
"1323","VSAT","1","TOYOTA","HI-LUX 33 LNA 4 2.4D","0","1994","-","falta.jpg"
"1323","VCOT","1","TOYOTA","HI-LUX 33 LNA 4 2.4D","0","1996","-","falta.jpg"
"1323","ABTD","1","TOYOTA","HIVCOTE VLH51V DIESE","0","1989","-","falta.jpg"
"1323","ABSC","2","FORD","TRANSIT 100L VAN TA-","0","1995","-","falta.jpg"
"1323","VSAT","2","MERCEDES-BENZ","416D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1323","ABTD","2","MERCEDES-BENZ","MB100D","0","1993","-","falta.jpg"
"1323","ABSC","3","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
"1323","ABTD","3","MERCEDES-BENZ","MB100D","0","1993","-","falta.jpg"
"1323","ABSC","4","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
"1323","VTTU","4","IVECO","1,45E+19","0","1992","-","falta.jpg"
"1323","ABTD","4","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1995","-","falta.jpg"
"1323","ABTM","5","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
