"Code","Name","Address","Phone","Fax","Email","Website","City","Lat","Lon"
1726,"Santa Marta de Penaguião","Alameda 13 de Janeiro 5030-470 S. M. de Penaguião",254821180,254811289,"bombeirosmp@mail.pt",,"Santa Marta de Penaguião",,
1725,"Cerva","Bombeiros Voluntários 4870042 Cerva",259470311,259479157,,,"Ribeira de Pena",,
1724,"Ribeira de Pena","Rua 25 de Abril 4870-155 Ribeira de Pena",259494215,259493010,,,"Ribeira de Pena",,
1722,"Boticas","Av. Rei Olavo V 5460-308 Boticas",276415291,276413080,"bombeiros.btc@sapo.pt",,"Boticas",,
1723,"Pinhão","Urb. Qta Amarela 5085038 Pinhão",254732494,254731337,"bvpinhao@clix.pt",,"Alijó",,
1721,"Vidago","Av. Conde Caria nº.2 5425-307 Vidago",276907122,276907613,"b.v.vidago@sapo.pt","www.bombeirosdevidago.pt","Chaves",,
1720,"Fontes","Lugar do Cruzeiro, 5 5030-112 Fontes SMP",254810200,254810209,"bvfontes_direccao@sapo.pt bvfontes_comando@sapo.pt",,"Santa Marta de Penaguião",,
1719,"Montalegre","Av. João Rua Cabrilho 5470-204 Montalegre",276512301,276512302,"bvmontalegrecmd@hotmail.com",,"Montalegre",,
1718,"Mesão Frio","Rua de S. António 5040-353 Mesão Frio",254892222,254892873,"ahbvmesaofrio@mail.telepac.pt",,"Mesão Frio",,
1717,"Chaves","Av. dos B. VoluntÃ¡rios 5400-121 ChAv.es",276322144,276321242,,,"Chaves",,
1716,"Valpaços","Av. nº. S. Da Saúde 5430-422 Valpaços",278711385,278729000,"bvvalpacoscentral@sapo.pt",,"Valpaços",,
1715,"Alijó","Av. 25 de Abril 5070011 Alijó",259959345,259950388,,,"Alijó",,
1714,"Carrazedo de Montenegro","Av. dos B. Voluntários 5445-151 C.de Montenegro",278781210,278781760,"op66074@mail.telepac.pt",,"Valpaços",,
1713,"Provezende","Rua Cimo da Vila 5060-253 Provezende",254732492,254731623,,,"Sabrosa",,
1712,"Cheires","Rua do Adro 5070-342 Alijó",259686259,259686148,,,"Alijó",,
1711,"Murça","Rua Alfredo Pinto, nº. 53 5090 - 115 Murça",259512222,259512485,"ahbvmurca@hotmail.com","ahbvmurca.blogspot.com","Murça",,
1710,"São Mamede de Ribatua","Rua da Capela 5070-488 S. Mamede de Ribatua",259663145,259663155,,,"Alijó",,
1708,"Vila P. de Aguiar","Rua Henrique Botelho 5450027 V. Pouca de Aguiar",259419140,259419149,"bombeirosvpa@sapo.pt",,"Vila Pouca de Aguiar",,
1709,"Mondim de Basto","Av. da Igreja 4880-231 Mondim de Basto",255381251,255381751,,,"Mondim de Basto",,
1707,"Favaios","Largo de S. Gonçalo 5070-269 FAv.aios",259949434,259949139,"bvfavaios.d@mail.telepac.pt",,"Alijó",,
1706,"Cruz Branca Vila Real","Rua D. Margarida ChAv.es 5000-597 Vila Real",259340900,259325703,"comando.cruzbranca@gmail.com","www.utad.pt/bcb","Vila Real",,
1705,"Sabrosa","Rua Combatentes da G. Guerra 5060-302 Sabrosa",259939412,259939632,"bvsabrosa@clix.pt",,"Sabrosa",,
1702,"Flavienses","Campo da Fonte - Apartado 69 5400-161 Chaves",276322122,276324080,"flavi.flavienses@clix.pt","www.afbv.pt","Chaves",,
1703,"Cruz Verde Vila Real","Largo dos B. Voluntários 5000-640 Vila Real",259330510,259374473,"cruzverde@sapo.pt",,"Vila Real",,
1704,"Sanfins do Douro","Largo dos Bombeiros 5070-358 Sanfins do Douro",259686132,259686175,"bombeiros_sanfinsdodouro@hotmail.com",,"Alijó",,
1701,"Peso da Régua","Av. D. Antão de Carvalho 5050-224 Peso da Régua",254312352,254322467,"bvpesodaregua@hotmail.com","http://www.bv-pesodaregua.org/","Peso da Régua",,
1523,"Torrão","Rua 5 de Outubro, 13 7595-111 Torrão",265669112,265669025,"ahbvtorrao@sapo.pt",,"Alcácer do Sal",,
1524,"Santo André","ZIL - II, Lote 1 7500-220 Vila Nova De Santo André",269708740,269708749,"ahbvsa.comando@gmail.com",,"Santiago do Cacém",,
1525,"Alvalade","Av. 5 de Outubro-7565 Alvalade",269595117,269599037,,,"Santiago do Cacém",,
1526,"Amora","EN 10 Muxito - Cruz de Pau 2845000 Amora",212249538,212240538,,,"Seixal",,
1612,"Melgaço","Largo Hermenegildo Solheiro 4960-551 Melgaço",251402599,251404628,"bvmelgaco@hotmail.com",,"Melgaço",,
1611,"Vila Nova de Cerveira","Largo dos Bombeiros 4920-262 Vila Nova de Cerveira",251795315,251796550,"bombeiroscerveira@sapo.pt",,"Vila Nova de Cerveira",,
1610,"Ponte da Barca","Rua D. Sá Carneiro 4980-633 Ponte da Barca",258452107,258454311,,,"Ponte da Barca",,
1609,"Paredes de Coura","Rua 25 de Abril 4940-538 Paredes de Coura",251780300,251780309,,,"Paredes de Coura",,
1607,"Vila Praia de Âncora","Rua 5 de Outubro 4910-456 V.P. Âncora",258911125,258911189,"bombeirosvpa@netcabo.pt",,"Caminha",,
1608,"Valença","Rua José Maria Gonçalves 4930-645 Valença",251809000,258809009,"comando.bvvalença@sapo.pt; central.bvvalenca@sapo.pt",,"Valença",,
1606,"Monção","Quinta da Caldeira 4950-421 Monção",251652303,251654362,"geral@bvmoncao.pt","www.bvmoncao.pt","Monção",,
1605,"Caminha","Rua Visconde Sousa Rego 4910-156 Caminha",258719500,258719508,"bombeiroscaminha@gmail.com",,"Caminha",,
1604,"Arcos de Valdevez","Rua Soares Pereira 4970-465 Arcos de Aldevez",258520300,258520301,"bvavv@sapo.pt",,"Arcos de Valdevez",,
1603,"Ponte de Lima","Largo dos Quarteis 4990055 Ponte de Lima",258909200,258909206,"pontedelima@mail.telepac.pt","www.bvpontelima.pt.vu","Ponte de Lima",,
1602,"Viana Castelo Voluntários","Rua Dos Bombeiros 4900 - 533Viana do Castelo",258800840,258800849,"ahbvvc@simplesnet.pt",,"Viana do Castelo",,
1601,"Viana Castelo Municipais","Rua de S. Vicente - Meadela 4900-204 Viana do Castelo",258840400,258840400,"municipaisviana@oninet.pt",,"Viana do Castelo",,
1521,"Águas de Moura","Av. da Liberdade Apart. 36 - 2965-575 Águas de Moura",265938220,265938225,"comando@bvam.pt","www.bvam.pt","Palmela",,
1522,"Canha","Rua António Sérgio - 2985001 Canha",265897956,265897519,,,"Montijo",,
1519,"Cercal do Alentejo","Rua D. Francisco Beja da Costa 7555-136 Cercal do Alentejo",269948010,269948027,"comandobvcercal@hotmail.pt",,"Santiago do Cacém",,
1514,"Sines","Av. General Humberto Delgado 7520 Sines",269870500,269870505,"bvs.cs@tugamail.pt",,"Sines",,
1515,"Alcochete","Rua do Salineiro - 2890-101 Alcochete",212340229,212349739,"geral.bvalcochete@gmail.com",,"Alcochete",,
1516,"Grândola","Rua da República nº.5, 7570-135 Grândola",269498450,269456116,"comando.bvgrandola@sapo.pt",,"Grândola",,
1517,"Pinhal Novo","Av. Da Liberdade 2955-114 Pinhal Novo",212388440,212388441,"geral@bvpinhalnovo.pt","www.bvpinhalnovo.pt","Palmela",,
1518,"B.P.Portucel","Parque Industrial da Mitrena 2901 Setúbal",265790262,265790615,"carlos.margarido@portucelsoporcel.com",,"Setúbal",,
1506,"Montijo","Av. Bombeiros Voluntários do Montijo 2870-219 Montijo",212301542,212301543,"ahbvmontijo@iol.pt",,"Montijo",,
1507,"Alcácer do Sal","Av. Dos Amadores 151 Alcacer do Sal",265610200,265622487,"info@bvalcacerdosal.pt","www.bvalcacerdosal.pt","Alcácer do Sal",,
1508,"Almada","Rua Cândido Capilé. 13-14 2800043 Almada",212722290,212722299,"bvalmada.sec@sirene.pt",,"Almada",,
1509,"Santiago de Cacém","Rua Ramos da Costa 7540-209 Santiago do Cacém",269825440,269085494,"associacao.sc@netvisao.pt",,"Santiago do Cacém",,
1510,"Barreiro","Av. Da Escola dos Fuzileiros Navais nº.2D 2830-148 Barreiro",212073062,212079686,"bvb-csp-geral@mail.telepac.pt","www.bvbarreiro-csp.net","Barreiro",,
1511,"Trafaria","Pracentados Bombeiros Voluntários 2825-845 Trafaria",212950093,212940142,"direccão@bvtrafaria.com /comando@bvtrafaria.com","www.bvtrafaria.com","Almada",,
1512,"Moita","Rua D. Manuel 2860- Moita",212890044,212890044,"presidente@bvmoita.pt / comando@bvmoita.pt","www.bvmoita.pt","Moita",,
1513,"Palmela","Av. Bombeiros Voluntários 2950-705 Palmela",212336810,212336819,"bvpalmela@netvisao.pt",,"Palmela",,
1505,"Sesimbra","Largo dos Bombeiros 297-970 Sesimbra",212288450,212230599,"comando.abvs@ptnetbiz.pt",,"Sesimbra",,
1504,"Barreiro Sul e Sueste","Parque Empresarial do Barreiro - Largo Alexandre Herculano Rua 44, nº 65 - 2831-904 Barreiro",212073032,212070978,"comando@bvsulesueste.pt","www.bvsulesueste.pt","Barreiro",,
1502,"Setúbal Voluntários","Rua João de Deus nº. 1 2900-142 Setúbal",265538090,265238914,"bvsetubal@bvsetubal.pt","www.bvsetubal.pt","Setúbal",,
1503,"Cacilhas","Av. Aliança Povo/ MFA - Cacilhas 2800-253 Almada",212722520,212722528,"bombeiros.cacilhas@clix.pt","www.bvcacilhas.pt","Almada",,
1501,"Setúbal Sapadores","Estrada de Algeruz 2910 -279 Setúbal",265739330,265739347,"geral@sapadoressetubal.com","www.sapadoressetubal.com","Setúbal",,
1428,"Fátima","Av.D. José A.Correia. da Silva 326-330 2496-908 Fátima",249533589,249534226,"bombeirosfatima@sapo.pt",,"Ourém",,
1413,"Cartaxo Municipais","Rua Serpa Pinto 2070-116 Cartaxo",243700800,243700808,"bmcartaxo@gmail.com",,"Cartaxo",,
1414,"Mação","Largo dos Bombeiros Voluntários 6120-732 Mação",241519000,241519001,"bombeirosmacao@gmail.com",,"Mação",,
1415,"Alcanena Municipais","Rua Comandante Mário Branco Madeira 2380048 Alcanena",249887200,249887209,"bombeiros.alcanena@sapo.pt",,"Alcanena",,
1416,"Golegã","Largo do Parque do Campismo 2150-198 Golegã",249979070,249979079,"bvgcomando@sapo.pt",,"Golegã",,
1417,"Ferreira do Zêzere","Rua Alfredo Keil, 14 2240-346 Ferreira do ZÃªzere",249361180,249362022,"ahbvfz@mail.telepac.pt / comando-bvfz2mail.telepac.pt","ahbvfz@mail.telepac.pt / comando-bvfz2mail.telepac.pt","Ferreira do Zêzere",,
1418,"Entroncamento","Rua Brigadeiro Lino Dias Valente, 16 2330-103 Entroncamento",249726261,249717339,"direccao.bve@mail.telepac.pt / comando.bve@mail.telepac.pt",,"Entroncamento",,
1419,"Alpiarça Municipais","Rua dos Bombeiros e da Musica 2090070 Alpiarça",243558122,243556242,,,"Alpiarça",,
1427,"Alcanede","Rua da Arca 2025033 Alcanede",243409200,243409207,"bvalcanede@sapo.pt",,"Santarém",,
1426,"Samora Correia","Av. Egas Moniz 2135 232 Samora Correia",263651122,263654744,"opbvsc@hotmail.com",,"Benavente",,
1425,"Caxarias","Rua dos Bombeiros Voluntários nº.5 2435-123 Caxarias",249574456,249574409,"geral@bombeiroscaxarias.pt","www.bombeiroscaxarias.pt","Ourém",,
1423,"Minde","Largo dos Bombeiros 2395-129 Minde",249840122,249840670,"bvminde.geral@mail.telepac.pt",,"Alcanena",,
1422,"Sardoal Municipais","Tapada de Torre 2230-161 Sardoal",241850050,241855390,"bmsardoal@iol.pt",,"Sardoal",,
1424,"Pernes","Terra Fria Apartado 14 2001-701 Pernes",243440500,243440501,"bvpernes@mail.telepac.pt",,"Santarém",,
1420,"Almeirim","Rua Condessa da Junqueira 2080069 Almeirim",243592122,243592742,"bvalmeirim@vizzavi.pt","http://www.bombeirosalmeirim.pt/","Almeirim",,
1421,"Chamusquenses","Largo da República 3 2140 133 Chamusca",249769220,249769229,,,"Chamusca",,
1412,"Salvaterra de Magos","Rua 25 de Abril 2120073 Salvaterra de Magos",263504463,263504464,"geral@bvsm.pt","http://www.bvsm.pt/","Salvaterra de Magos",,
1411,"Torrejanos","Av. Dos Bombeiros Voluntários Torrejanos 2350-650 Torres Novas",249839550,249839558,"comando.bvtn@mail.telepac.pt",,"Torres Novas",,
1410,"Coruche Municipais","Rua dos Bombeiros Municipais 2100-179 Coruche",243610260,243610269,"presidencia@cm-coruche.pt",,"Coruche",,
1409,"Vila Nova da Barquinha","Rua Alfredo Martinho da Fonseca 2260-415 Vila Nova da Barquinha",249710629,249710973,,,"Vila Nova da Barquinha",,
1408,"Constância","Estrada Nacional 3 2250022 Constância",249739241,249739359,"bombeirosconstancia@mail.telepac.pt",,"Constância",,
1405,"Rio Maior","Largo dos Bombeiros 2040-998 Rio Maior",243999510,243999519,"cmdtbvriomaior@mail.telepac.pt",,"Rio Maior",,
